# w_matsubara          00_re         00_im          01_re         01_im          02_re         02_im          03_re         03_im          05_re         05_im          06_re         06_im          07_re         07_im          0a_re         0a_im          0b_re         0b_im          0f_re         0f_im          11_re         11_im          12_re         12_im          14_re         14_im          15_re         15_im          16_re         16_im          17_re         17_im          19_re         19_im          1a_re         1a_im          1b_re         1b_im          1d_re         1d_im          1e_re         1e_im          55_re         55_im          56_re         56_im          5a_re         5a_im
 2.199115e+01   1.383391e-02 -1.043369e-01  -1.306606e-03  1.812985e-02   3.985656e-05 -4.088269e-03  -5.144482e-05 -3.741725e-05  -2.371126e-04  5.488969e-03  -4.482388e-05  1.559510e-06  -2.332762e-05 -8.302839e-06  -5.192950e-09 -3.178130e-09  -9.804071e-09 -8.199505e-09   8.480817e-09  3.727888e-09   8.230830e-03 -5.577661e-02  -2.715983e-03  2.695833e-02  -3.175048e-04  5.482374e-03   1.424064e-03 -8.806432e-03  -1.187715e-04  2.746481e-03  -4.537526e-05  2.233203e-06   1.306760e-05  9.003703e-06   9.431957e-09  1.093198e-08  -1.426078e-07  3.059622e-07  -8.635576e-07  1.113705e-06   1.392548e-09  3.517543e-09   5.992441e-04 -3.511315e-03   7.516643e-05  2.569071e-05   3.316802e-09  2.462613e-09  
 2.224248e+01   1.353407e-02 -1.032116e-01  -1.276805e-03  1.792657e-02   3.906031e-05 -4.042111e-03  -5.051118e-05 -3.621489e-05  -2.313542e-04  5.426395e-03  -4.375232e-05  1.538731e-06  -2.283727e-05 -8.027276e-06  -4.982427e-09 -3.006630e-09  -9.431987e-09 -7.761567e-09   8.120478e-09  3.523399e-09   8.052422e-03 -5.517869e-02  -2.655727e-03  2.666092e-02  -3.099456e-04  5.420022e-03   1.393406e-03 -8.713008e-03  -1.158812e-04  2.715125e-03  -4.428002e-05  2.193459e-06   1.284319e-05  8.724787e-06   9.124782e-09  1.037463e-08  -1.363264e-07  2.964617e-07  -8.280217e-07  1.083884e-06   1.377883e-09  3.349075e-09   5.863860e-04 -3.474302e-03   7.363105e-05  2.487278e-05   3.187448e-09  2.329271e-09  
 2.249380e+01   1.324376e-02 -1.021097e-01  -1.248013e-03  1.772777e-02   3.828718e-05 -3.996986e-03  -4.959938e-05 -3.506292e-05  -2.258044e-04  5.365231e-03  -4.271883e-05  1.517316e-06  -2.236175e-05 -7.763711e-06  -4.782175e-09 -2.846068e-09  -9.076299e-09 -7.351188e-09   7.778850e-09  3.332202e-09   7.879689e-03 -5.459312e-02  -2.597444e-03  2.636992e-02  -3.026547e-04  5.359071e-03   1.363715e-03 -8.621484e-03  -1.130958e-04  2.684478e-03  -4.322411e-05  2.153727e-06   1.262351e-05  8.457039e-06   8.827842e-09  9.850508e-09  -1.303852e-07  2.873385e-07  -7.942662e-07  1.055010e-06   1.361372e-09  3.189860e-09   5.739315e-04 -3.438035e-03   7.214060e-05  2.408879e-05   3.063998e-09  2.204429e-09  
 2.274513e+01   1.296259e-02 -1.010306e-01  -1.220185e-03  1.753331e-02   3.753628e-05 -3.952859e-03  -4.870892e-05 -3.395877e-05  -2.204532e-04  5.305430e-03  -4.172164e-05  1.495389e-06  -2.190048e-05 -7.511503e-06  -4.591622e-09 -2.695643e-09  -8.736233e-09 -6.966382e-09   7.454795e-09  3.153302e-09   7.712394e-03 -5.401953e-02  -2.541050e-03  2.608512e-02  -2.956197e-04  5.299473e-03   1.334951e-03 -8.531805e-03  -1.104104e-04  2.654515e-03  -4.220566e-05  2.114106e-06   1.240848e-05  8.199918e-06   8.540918e-09  9.357368e-09  -1.247626e-07  2.785749e-07  -7.621868e-07  1.027054e-06   1.343304e-09  3.039338e-09   5.618640e-04 -3.402492e-03   7.069343e-05  2.333701e-05   2.946189e-09  2.087474e-09  
 2.299646e+01   1.269019e-02 -9.997358e-02  -1.193277e-03  1.734305e-02   3.680679e-05 -3.909696e-03  -4.783933e-05 -3.290000e-05  -2.152914e-04  5.246948e-03  -4.075907e-05  1.473060e-06  -2.145294e-05 -7.270051e-06  -4.410226e-09 -2.554618e-09  -8.411049e-09 -6.605326e-09   7.147255e-09  2.985786e-09   7.550313e-03 -5.345758e-02  -2.486465e-03  2.580634e-02  -2.888286e-04  5.241184e-03   1.307076e-03 -8.443917e-03  -1.078203e-04  2.625214e-03  -4.122293e-05  2.074685e-06   1.219804e-05  7.952913e-06   8.263773e-09  8.893129e-09  -1.194383e-07  2.701541e-07  -7.316864e-07  9.999846e-07   1.323931e-09  2.896983e-09   5.501679e-04 -3.367652e-03   6.928793e-05  2.261583e-05   2.833686e-09  1.977827e-09  
 2.324779e+01   1.242619e-02 -9.893800e-02  -1.167251e-03  1.715685e-02   3.609789e-05 -3.867468e-03  -4.699011e-05 -3.188433e-05  -2.103100e-04  5.189740e-03  -3.982954e-05  1.450427e-06  -2.101859e-05 -7.038790e-06  -4.237483e-09 -2.422320e-09  -8.100040e-09 -6.266339e-09   6.855242e-09  2.828822e-09   7.393236e-03 -5.290692e-02  -2.433612e-03  2.553339e-02  -2.822704e-04  5.184163e-03   1.280053e-03 -8.357769e-03  -1.053210e-04  2.596553e-03  -4.027428e-05  2.035540e-06   1.199209e-05  7.715541e-06   7.996157e-09  8.455862e-09  -1.143938e-07  2.620601e-07  -7.026741e-07  9.737735e-07   1.303478e-09  2.762304e-09   5.388283e-04 -3.333495e-03   6.792258e-05  2.192373e-05   2.726268e-09  1.874968e-09  
 2.349911e+01   1.217027e-02 -9.792322e-02  -1.142068e-03  1.697458e-02   3.540883e-05 -3.826143e-03  -4.616078e-05 -3.090962e-05  -2.055009e-04  5.133767e-03  -3.893158e-05  1.427578e-06  -2.059695e-05 -6.817191e-06  -4.072916e-09 -2.298126e-09  -7.802532e-09 -5.947876e-09   6.577836e-09  2.681641e-09   7.240959e-03 -5.236722e-02  -2.382419e-03  2.526609e-02  -2.759345e-04  5.128368e-03   1.253850e-03 -8.273311e-03  -1.029082e-04  2.568511e-03  -3.935815e-05  1.996735e-06   1.179055e-05  7.487347e-06   7.737812e-09  8.043788e-09  -1.096116e-07  2.542777e-07  -6.750649e-07  9.483919e-07   1.282144e-09  2.634841e-09   5.278311e-04 -3.300002e-03   6.659593e-05  2.125926e-05   2.623663e-09  1.778420e-09  
 2.375044e+01   1.192209e-02 -9.692863e-02  -1.117692e-03  1.679612e-02   3.473887e-05 -3.785693e-03  -4.535086e-05 -2.997385e-05  -2.008560e-04  5.078989e-03  -3.806375e-05  1.404589e-06  -2.018753e-05 -6.604758e-06  -3.916079e-09 -2.181467e-09  -7.517883e-09 -5.648512e-09   6.314181e-09  2.543542e-09   7.093292e-03 -5.183817e-02  -2.332818e-03  2.500426e-02  -2.698109e-04  5.073759e-03   1.228434e-03 -8.190495e-03  -1.005782e-04  2.541070e-03  -3.847308e-05  1.958327e-06   1.159334e-05  7.267901e-06   7.488472e-09  7.655253e-09  -1.050757e-07  2.467926e-07  -6.487794e-07  9.238121e-07   1.260104e-09  2.514165e-09   5.171628e-04 -3.267155e-03   6.530658e-05  2.062109e-05   2.525655e-09  1.687735e-09  
 2.400177e+01   1.168135e-02 -9.595365e-02  -1.094089e-03  1.662136e-02   3.408733e-05 -3.746091e-03  -4.455986e-05 -2.907510e-05  -1.963680e-04  5.025367e-03  -3.722475e-05  1.381528e-06  -1.978989e-05 -6.401024e-06  -3.766554e-09 -2.071815e-09  -7.245480e-09 -5.366935e-09   6.063474e-09  2.413879e-09   6.950051e-03 -5.131946e-02  -2.284744e-03  2.474775e-02  -2.638903e-04  5.020301e-03   1.203774e-03 -8.109276e-03  -9.832703e-05  2.514209e-03  -3.761768e-05  1.920364e-06   1.140037e-05  7.056795e-06   7.247869e-09  7.288728e-09  -1.007710e-07  2.395913e-07  -6.237433e-07  9.000069e-07   1.237513e-09  2.399872e-09   5.068106e-04 -3.234935e-03   6.405320e-05  2.000793e-05   2.431968e-09  1.602507e-09  
 2.425310e+01   1.144776e-02 -9.499772e-02  -1.071227e-03  1.645018e-02   3.345353e-05 -3.707309e-03  -4.378733e-05 -2.821159e-05  -1.920300e-04  4.972866e-03  -3.641330e-05  1.358455e-06  -1.940360e-05 -6.205550e-06  -3.623945e-09 -1.968688e-09  -6.984741e-09 -5.101930e-09   5.824970e-09  2.292056e-09   6.811064e-03 -5.081079e-02  -2.238135e-03  2.449639e-02  -2.581637e-04  4.967957e-03   1.179840e-03 -8.029608e-03  -9.615125e-05  2.487910e-03  -3.679065e-05  1.882887e-06   1.121156e-05  6.853645e-06   7.015731e-09  6.942790e-09  -9.668362e-08  2.326607e-07  -5.998870e-07  8.769499e-07   1.214506e-09  2.291587e-09   4.967623e-04 -3.203326e-03   6.283449e-05  1.941858e-05   2.342432e-09  1.522362e-09  
 2.450442e+01   1.122105e-02 -9.406028e-02  -1.049075e-03  1.628247e-02   3.283686e-05 -3.669323e-03  -4.303278e-05 -2.738162e-05  -1.878353e-04  4.921452e-03  -3.562821e-05  1.335423e-06  -1.902823e-05 -6.017925e-06  -3.487883e-09 -1.871638e-09  -6.735112e-09 -4.852380e-09   5.597970e-09  2.177528e-09   6.676165e-03 -5.031189e-02  -2.192932e-03  2.425003e-02  -2.526228e-04  4.916693e-03   1.156605e-03 -7.951450e-03  -9.404752e-05  2.462157e-03  -3.599074e-05  1.845930e-06   1.102681e-05  6.658085e-06   6.791790e-09  6.616123e-09  -9.280063e-08  2.259887e-07  -5.771453e-07  8.546157e-07   1.191204e-09  2.188955e-09   4.870062e-04 -3.172310e-03   6.164924e-05  1.885192e-05   2.256812e-09  1.446948e-09  
 2.475575e+01   1.100094e-02 -9.314083e-02  -1.027603e-03  1.611814e-02   3.223669e-05 -3.632109e-03  -4.229577e-05 -2.658359e-05  -1.837776e-04  4.871090e-03  -3.486836e-05  1.312478e-06  -1.866340e-05 -5.837760e-06  -3.358019e-09 -1.780253e-09  -6.496065e-09 -4.617250e-09   5.381822e-09  2.069791e-09   6.545197e-03 -4.982249e-02  -2.149079e-03  2.400853e-02  -2.472596e-04  4.866475e-03   1.134042e-03 -7.874760e-03  -9.201268e-05  2.436932e-03  -3.521678e-05  1.809520e-06   1.084604e-05  6.469772e-06   6.575775e-09  6.307502e-09  -8.910991e-08  2.195638e-07  -5.554573e-07  8.329795e-07   1.167710e-09  2.091648e-09   4.775312e-04 -3.141873e-03   6.049628e-05  1.830687e-05   2.174944e-09  1.375945e-09  
 2.500708e+01   1.078718e-02 -9.223886e-02  -1.006785e-03  1.595707e-02   3.165247e-05 -3.595642e-03  -4.157584e-05 -2.581600e-05  -1.798511e-04  4.821749e-03  -3.413268e-05  1.289660e-06  -1.830872e-05 -5.664689e-06  -3.234026e-09 -1.694153e-09  -6.267098e-09 -4.395584e-09   5.175915e-09  1.968380e-09   6.418010e-03 -4.934232e-02  -2.106524e-03  2.377175e-02  -2.420666e-04  4.817272e-03   1.112126e-03 -7.799498e-03  -9.004375e-05  2.412219e-03  -3.446767e-05  1.773682e-06   1.066917e-05  6.288377e-06   6.367422e-09  6.015791e-09  -8.560021e-08  2.133748e-07  -5.347656e-07  8.120172e-07   1.144118e-09  1.999355e-09   4.683269e-04 -3.111997e-03   5.937447e-05  1.778242e-05   2.096603e-09  1.309061e-09  
 2.525840e+01   1.057954e-02 -9.135387e-02  -9.865946e-04  1.579917e-02   3.108363e-05 -3.559902e-03  -4.087255e-05 -2.507742e-05  -1.760501e-04  4.773398e-03  -3.342016e-05  1.267006e-06  -1.796383e-05 -5.498369e-06  -3.115596e-09 -1.612985e-09  -6.047736e-09 -4.186495e-09   4.979678e-09  1.872866e-09   6.294462e-03 -4.887112e-02  -2.065216e-03  2.353954e-02  -2.370366e-04  4.769054e-03   1.090832e-03 -7.725625e-03  -8.813790e-05  2.388003e-03  -3.374235e-05  1.738435e-06   1.049610e-05  6.113593e-06   6.166468e-09  5.739932e-09  -8.226103e-08  2.074113e-07  -5.150166e-07  7.917055e-07   1.120507e-09  1.911786e-09   4.593830e-04 -3.082669e-03   5.828274e-05  1.727762e-05   2.021649e-09  1.246019e-09  
 2.550973e+01   1.037778e-02 -9.048542e-02  -9.670060e-04  1.564436e-02   3.052964e-05 -3.524865e-03  -4.018546e-05 -2.436652e-05  -1.723693e-04  4.726008e-03  -3.272983e-05  1.244547e-06  -1.762839e-05 -5.338475e-06  -3.002438e-09 -1.536425e-09  -5.837526e-09 -3.989164e-09   4.792577e-09  1.782854e-09   6.174416e-03 -4.840866e-02  -2.025107e-03  2.331179e-02  -2.321628e-04  4.721792e-03   1.070138e-03 -7.653105e-03  -8.629247e-05  2.364269e-03  -3.303982e-05  1.703792e-06   1.032676e-05  5.945126e-06   5.972656e-09  5.478942e-09  -7.908255e-08  2.016635e-07  -4.961598e-07  7.720221e-07   1.096948e-09  1.828671e-09   4.506900e-04 -3.053874e-03   5.722006e-05  1.679156e-05   1.949920e-09  1.186565e-09  
 2.576106e+01   1.018169e-02 -8.963304e-02  -9.479958e-04  1.549254e-02   2.999001e-05 -3.490512e-03  -3.951416e-05 -2.368200e-05  -1.688038e-04  4.679551e-03  -3.206078e-05  1.222308e-06  -1.730206e-05 -5.184701e-06  -2.894281e-09 -1.464170e-09  -5.636036e-09 -3.802832e-09   4.614110e-09  1.697978e-09   6.057741e-03 -4.795470e-02  -1.986151e-03  2.308836e-02  -2.274389e-04  4.675457e-03   1.050021e-03 -7.581901e-03  -8.450492e-05  2.341002e-03  -3.235915e-05  1.669766e-06   1.016105e-05  5.782697e-06   5.785735e-09  5.231905e-09  -7.605564e-08  1.961220e-07  -4.781480e-07  7.529451e-07   1.073501e-09  1.749754e-09   4.422387e-04 -3.025597e-03   5.618543e-05  1.632340e-05   1.881236e-09  1.130466e-09  
 2.601239e+01   9.991064e-03 -8.879630e-02  -9.295415e-04  1.534362e-02   2.946424e-05 -3.456822e-03  -3.885823e-05 -2.302268e-05  -1.653486e-04  4.633998e-03  -3.141214e-05  1.200313e-06  -1.698452e-05 -5.036757e-06  -2.790865e-09 -1.395943e-09  -5.442858e-09 -3.626794e-09   4.443809e-09  1.617900e-09   5.944315e-03 -4.750900e-02  -1.948305e-03  2.286913e-02  -2.228588e-04  4.630023e-03   1.030460e-03 -7.511980e-03  -8.277284e-05  2.318190e-03  -3.169943e-05  1.636365e-06   9.998888e-06  5.626042e-06   5.605457e-09  4.997970e-09  -7.317173e-08  1.907777e-07  -4.609365e-07  7.344535e-07   1.050219e-09  1.674798e-09   4.340203e-04 -2.997826e-03   5.517791e-05  1.587232e-05   1.815442e-09  1.077505e-09  
 2.626371e+01   9.805694e-03 -8.797478e-02  -9.116217e-04  1.519753e-02   2.895187e-05 -3.423777e-03  -3.821727e-05 -2.238741e-05  -1.619994e-04  4.589325e-03  -3.078311e-05  1.178582e-06  -1.667548e-05 -4.894372e-06  -2.691950e-09 -1.331483e-09  -5.257605e-09 -3.460396e-09   4.281232e-09  1.542307e-09   5.834018e-03 -4.707136e-02  -1.911526e-03  2.265400e-02  -2.184166e-04  4.585463e-03   1.011435e-03 -7.443306e-03  -8.109396e-05  2.295819e-03  -3.105981e-05  1.603595e-06   9.840201e-06  5.474912e-06   5.431583e-09  4.776341e-09  -7.042281e-08  1.856223e-07  -4.444838e-07  7.165271e-07   1.027148e-09  1.603578e-09   4.260264e-04 -2.970547e-03   5.419658e-05  1.543756e-05   1.752428e-09  1.027477e-09  
 2.651504e+01   9.625394e-03 -8.716807e-02  -8.942159e-04  1.505419e-02   2.845245e-05 -3.391359e-03  -3.759086e-05 -2.177512e-05  -1.587518e-04  4.545506e-03  -3.017288e-05  1.157131e-06  -1.637462e-05 -4.757287e-06  -2.597308e-09 -1.270553e-09  -5.079907e-09 -3.303032e-09   4.125967e-09  1.470908e-09   5.726737e-03 -4.664156e-02  -1.875776e-03  2.244283e-02  -2.141068e-04  4.541753e-03   9.929269e-04 -7.375849e-03  -7.946611e-05  2.273876e-03  -3.043948e-05  1.571457e-06   9.684903e-06  5.329069e-06   5.263880e-09  4.566278e-09  -6.780142e-08  1.806475e-07  -4.287504e-07  6.991463e-07   1.004326e-09  1.535884e-09   4.182491e-04 -2.943747e-03   5.324057e-05  1.501839e-05   1.692051e-09  9.801983e-10  
 2.676637e+01   9.449981e-03 -8.637580e-02  -8.773047e-04  1.491351e-02   2.796557e-05 -3.359549e-03  -3.697864e-05 -2.118479e-05  -1.556017e-04  4.502516e-03  -2.958072e-05  1.135975e-06  -1.608168e-05 -4.625260e-06  -2.506721e-09 -1.212928e-09  -4.909414e-09 -3.154137e-09   3.977627e-09  1.403435e-09   5.622365e-03 -4.621939e-02  -1.841016e-03  2.223553e-02  -2.099242e-04  4.498869e-03   9.749175e-04 -7.309577e-03  -7.788724e-05  2.252349e-03  -2.983768e-05  1.539955e-06   9.532914e-06  5.188287e-06   5.102121e-09  4.367093e-09  -6.530054e-08  1.758458e-07  -4.136993e-07  6.822922e-07   9.817864e-10  1.471520e-09   4.106805e-04 -2.917416e-03   5.230903e-05  1.461412e-05   1.634169e-09  9.354970e-10  
 2.701770e+01   9.279282e-03 -8.559757e-02  -8.608694e-04  1.477543e-02   2.749080e-05 -3.328330e-03  -3.638023e-05 -2.061544e-05  -1.525453e-04  4.460333e-03  -2.900593e-05  1.115126e-06  -1.579639e-05 -4.498060e-06  -2.419989e-09 -1.158402e-09  -4.745792e-09 -3.013186e-09   3.835846e-09  1.339639e-09   5.520798e-03 -4.580467e-02  -1.807211e-03  2.203200e-02  -2.058640e-04  4.456787e-03   9.573890e-04 -7.244459e-03  -7.635539e-05  2.231227e-03  -2.925367e-05  1.509086e-06   9.384155e-06  5.052352e-06   4.946086e-09  4.178140e-09  -6.291360e-08  1.712099e-07  -3.992959e-07  6.659464e-07   9.595579e-10  1.410300e-09   4.033135e-04 -2.891539e-03   5.140116e-05  1.422412e-05   1.578686e-09  8.932065e-10  
 2.726902e+01   9.113131e-03 -8.483302e-02  -8.448924e-04  1.463988e-02   2.702776e-05 -3.297687e-03  -3.579525e-05 -2.006616e-05  -1.495788e-04  4.418934e-03  -2.844783e-05  1.094593e-06  -1.551849e-05 -4.375469e-06  -2.336919e-09 -1.106784e-09  -4.588727e-09 -2.879693e-09   3.700282e-09  1.279288e-09   5.421937e-03 -4.539718e-02  -1.774325e-03  2.183213e-02  -2.019212e-04  4.415485e-03   9.403246e-04 -7.180467e-03  -7.486871e-05  2.210497e-03  -2.868676e-05  1.478848e-06   9.238550e-06  4.921059e-06   4.795562e-09  3.998817e-09  -6.063445e-08  1.667328e-07  -3.855072e-07  6.500916e-07   9.376638e-10  1.352051e-09   3.961409e-04 -2.866107e-03   5.051619e-05  1.384775e-05   1.525472e-09  8.531839e-10  
 2.752035e+01   8.951369e-03 -8.408181e-02  -8.293568e-04  1.450678e-02   2.657608e-05 -3.267603e-03  -3.522335e-05 -1.953608e-05  -1.466988e-04  4.378297e-03  -2.790577e-05  1.074383e-06  -1.524772e-05 -4.257281e-06  -2.257331e-09 -1.057894e-09  -4.437917e-09 -2.753204e-09   3.570614e-09  1.222168e-09   5.325687e-03 -4.499676e-02  -1.742326e-03  2.163582e-02  -1.980914e-04  4.374942e-03   9.237083e-04 -7.117571e-03  -7.342544e-05  2.190150e-03  -2.813628e-05  1.449238e-06   9.096021e-06  4.794216e-06   4.650343e-09  3.828563e-09  -5.845733e-08  1.624079e-07  -3.723024e-07  6.347107e-07   9.161236e-10  1.296610e-09   3.891561e-04 -2.841108e-03   4.965337e-05  1.348443e-05   1.474426e-09  8.152804e-10  
 2.777168e+01   8.793844e-03 -8.334359e-02  -8.142465e-04  1.437607e-02   2.613537e-05 -3.238063e-03  -3.466418e-05 -1.902438e-05  -1.439018e-04  4.338401e-03  -2.737916e-05  1.054504e-06  -1.498386e-05 -4.143300e-06  -2.181054e-09 -1.011565e-09  -4.293078e-09 -2.633294e-09   3.446539e-09  1.168078e-09   5.231959e-03 -4.460322e-02  -1.711183e-03  2.144298e-02  -1.943703e-04  4.335137e-03   9.075247e-04 -7.055746e-03  -7.202388e-05  2.170175e-03  -2.760161e-05  1.420250e-06   8.956497e-06  4.671637e-06   4.510230e-09  3.666852e-09  -5.637682e-08  1.582289e-07  -3.596524e-07  6.197874e-07   8.949535e-10  1.243824e-09   3.823526e-04 -2.816532e-03   4.881199e-05  1.313361e-05   1.425453e-09  7.793746e-10  
 2.802301e+01   8.640410e-03 -8.261803e-02  -7.995461e-04  1.424769e-02   2.570531e-05 -3.209053e-03  -3.411740e-05 -1.853027e-05  -1.411849e-04  4.299227e-03  -2.686740e-05  1.034959e-06  -1.472668e-05 -4.033342e-06  -2.107926e-09 -9.676445e-10  -4.153938e-09 -2.519571e-09   3.327772e-09  1.116833e-09   5.140665e-03 -4.421639e-02  -1.680865e-03  2.125353e-02  -1.907539e-04  4.296050e-03   8.917589e-04 -6.994964e-03  -7.066245e-05  2.150561e-03  -2.708214e-05  1.391879e-06   8.819903e-06  4.553148e-06   4.375031e-09  3.513194e-09  -5.438783e-08  1.541899e-07  -3.475298e-07  6.053060e-07   8.741662e-10  1.193549e-09   3.757243e-04 -2.792367e-03   4.799135e-05  1.279476e-05   1.378434e-09  7.453392e-10  
 2.827433e+01   8.490929e-03 -8.190481e-02  -7.852408e-04  1.412157e-02   2.528556e-05 -3.180559e-03  -3.358269e-05 -1.805301e-05  -1.385448e-04  4.260755e-03  -2.636995e-05  1.015752e-06  -1.447595e-05 -3.927232e-06  -2.037796e-09 -9.259864e-10  -4.020240e-09 -2.411667e-09   3.214045e-09  1.068260e-09   5.051722e-03 -4.383610e-02  -1.651343e-03  2.106737e-02  -1.872381e-04  4.257662e-03   8.763968e-04 -6.935199e-03  -6.933961e-05  2.131299e-03  -2.657731e-05  1.364117e-06   8.686168e-06  4.438582e-06   4.244559e-09  3.367129e-09  -5.248559e-08  1.502851e-07  -3.359087e-07  5.912512e-07   8.537719e-10  1.145649e-09   3.692653e-04 -2.768605e-03   4.719080e-05  1.246737e-05   1.333306e-09  7.130686e-10  
 2.852566e+01   8.345265e-03 -8.120363e-02  -7.713167e-04  1.399766e-02   2.487578e-05 -3.152566e-03  -3.305972e-05 -1.759188e-05  -1.359787e-04  4.222966e-03  -2.588627e-05  9.968858e-07  -1.423147e-05 -3.824802e-06  -1.970520e-09 -8.864566e-10  -3.891739e-09 -2.309239e-09   3.105104e-09  1.022199e-09   4.965052e-03 -4.346219e-02  -1.622590e-03  2.088441e-02  -1.838194e-04  4.219954e-03   8.614249e-04 -6.876427e-03  -6.805393e-05  2.112380e-03  -2.608656e-05  1.336957e-06   8.555224e-06  4.327780e-06   4.118636e-09  3.228227e-09  -5.066562e-08  1.465091e-07  -3.247646e-07  5.776086e-07   8.337781e-10  1.099997e-09   3.629698e-04 -2.745235e-03   4.640970e-05  1.215097e-05   1.289969e-09  6.824530e-10  
 2.877699e+01   8.203291e-03 -8.051419e-02  -7.577603e-04  1.387590e-02   2.447569e-05 -3.125061e-03  -3.254818e-05 -1.714623e-05  -1.334839e-04  4.185842e-03  -2.541586e-05  9.783605e-07  -1.399304e-05 -3.725896e-06  -1.905961e-09 -8.489298e-10  -3.768204e-09 -2.211967e-09   3.000713e-09  9.784978e-10   4.880577e-03 -4.309450e-02  -1.594579e-03  2.070458e-02  -1.804941e-04  4.182909e-03   8.468302e-04 -6.818624e-03  -6.680400e-05  2.093795e-03  -2.560938e-05  1.310391e-06   8.427002e-06  4.220591e-06   3.997090e-09  3.096085e-09  -4.892368e-08  1.428568e-07  -3.140744e-07  5.643640e-07   8.141904e-10  1.056474e-09   3.568326e-04 -2.722247e-03   4.564745e-05  1.184511e-05   1.248339e-09  6.533940e-10  
 2.902832e+01   8.064885e-03 -7.983620e-02  -7.445588e-04  1.375623e-02   2.408497e-05 -3.098033e-03  -3.204777e-05 -1.671541e-05  -1.310578e-04  4.149366e-03  -2.495823e-05  9.601766e-07  -1.376045e-05 -3.630363e-06  -1.843991e-09 -8.132887e-10  -3.649411e-09 -2.119551e-09   2.900646e-09  9.370181e-10   4.798225e-03 -4.273289e-02  -1.567286e-03  2.052781e-02  -1.772589e-04  4.146509e-03   8.326003e-04 -6.761766e-03  -6.558852e-05  2.075534e-03  -2.514527e-05  1.284409e-06   8.301436e-06  4.116869e-06   3.879755e-09  2.970326e-09  -4.725582e-08  1.393232e-07  -3.038165e-07  5.515038e-07   7.950125e-10  1.014967e-09   3.508483e-04 -2.699634e-03   4.490344e-05  1.154934e-05   1.208339e-09  6.258051e-10  
 2.927964e+01   7.929929e-03 -7.916938e-02  -7.316999e-04  1.363860e-02   2.370334e-05 -3.071469e-03  -3.155819e-05 -1.629880e-05  -1.286978e-04  4.113521e-03  -2.451294e-05  9.423335e-07  -1.353353e-05 -3.538062e-06  -1.784488e-09 -7.794242e-10  -3.535152e-09 -2.031713e-09   2.804692e-09  8.976290e-10   4.717926e-03 -4.237720e-02  -1.540685e-03  2.035400e-02  -1.741106e-04  4.110737e-03   8.187231e-04 -6.705831e-03  -6.440622e-05  2.057589e-03  -2.469376e-05  1.259002e-06   8.178460e-06  4.016479e-06   3.766470e-09  2.850597e-09  -4.565829e-08  1.359036e-07  -2.939700e-07  5.390151e-07   7.762461e-10  9.753698e-10   3.450119e-04 -2.677385e-03   4.417713e-05  1.126328e-05   1.169889e-09  5.995977e-10  
 2.953097e+01   7.798310e-03 -7.851346e-02  -7.191718e-04  1.352297e-02   2.333052e-05 -3.045356e-03  -3.107915e-05 -1.589585e-05  -1.264015e-04  4.078291e-03  -2.407953e-05  9.248299e-07  -1.331209e-05 -3.448856e-06  -1.727337e-09 -7.472338e-10  -3.425227e-09 -1.948191e-09   2.712650e-09  8.602088e-10   4.639612e-03 -4.202730e-02  -1.514755e-03  2.018309e-02  -1.710459e-04  4.075577e-03   8.051872e-04 -6.650797e-03  -6.325589e-05  2.039953e-03  -2.425438e-05  1.234161e-06   8.058013e-06  3.919289e-06   3.657082e-09  2.736565e-09  -4.412758e-08  1.325934e-07  -2.845157e-07  5.268852e-07   7.578917e-10  9.375825e-10   3.393188e-04 -2.655493e-03   4.346796e-05  1.098651e-05   1.132933e-09  5.746912e-10  
 2.978230e+01   7.669919e-03 -7.786817e-02  -7.069633e-04  1.340927e-02   2.296626e-05 -3.019683e-03  -3.061039e-05 -1.550598e-05  -1.241667e-04  4.043660e-03  -2.365758e-05  9.076637e-07  -1.309597e-05 -3.362618e-06  -1.672429e-09 -7.166222e-10  -3.319446e-09 -1.868741e-09   2.624333e-09  8.246437e-10   4.563219e-03 -4.168304e-02  -1.489472e-03  2.001501e-02  -1.680621e-04  4.041015e-03   7.919816e-04 -6.596644e-03  -6.213640e-05  2.022616e-03  -2.382672e-05  1.209875e-06   7.940031e-06  3.825173e-06   3.551443e-09  2.627920e-09  -4.266035e-08  1.293886e-07  -2.754351e-07  5.151021e-07   7.399485e-10  9.015110e-10   3.337642e-04 -2.633949e-03   4.277541e-05  1.071867e-05   1.097399e-09  5.510127e-10  
 3.003363e+01   7.544652e-03 -7.723328e-02  -6.950636e-04  1.329746e-02   2.261030e-05 -2.994440e-03  -3.015162e-05 -1.512869e-05  -1.219911e-04  4.009613e-03  -2.324671e-05  8.908323e-07  -1.288500e-05 -3.279227e-06  -1.619659e-09 -6.875000e-10  -3.217627e-09 -1.793134e-09   2.539561e-09  7.908273e-10   4.488686e-03 -4.134429e-02  -1.464815e-03  1.984968e-02  -1.651561e-04  4.007034e-03   7.790957e-04 -6.543349e-03  -6.104664e-05  2.005573e-03  -2.341035e-05  1.186134e-06   7.824455e-06  3.734014e-06   3.449411e-09  2.524370e-09  -4.125350e-08  1.262848e-07  -2.667107e-07  5.036541e-07   7.224146e-10  8.670669e-10   3.283437e-04 -2.612745e-03   4.209897e-05  1.045941e-05   1.063204e-09  5.284900e-10  
